province_th,station_id_suggested,name_th,name_en,provider,network_suggested,lat,lon,connector_summary,address,suggested_verification_status,suggested_confidence,source_url
ระยอง,ptt_boonchai_petroleum,ปตท บจ.บุญชัยปิโตรเลียม,PTT Boonchai Petroleum,PTT,EV Station PluZ,12.73632,101.0764,CCS2,34/1  ม.6 ถ.สุขุมวิท ต.บ้านฉาง อ.บ้านฉาง ระยอง 21130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,ptt_thani_business_1993,ปตท หจก.ธานีธุรกิจ (1993),PTT Thani Business (1993),PTT,EV Station PluZ,17.4303848571,102.7826185867,CCS2,119 หมู่ที่ 5 ถ.รอบเมือง ต.บ้านเลื่อม อ.เมืองอุดรธานี อุดรธานี 41000 ต.บ้านเลื่อม อ.เมืองอุดรธานี อุดรธานี 41000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_theparak_chaimongkol,ปตท บจ.เทพารักษ์ชัยมงคล,PTT Theparak Chaimongkol,PTT,EV Station PluZ,13.6364225955,100.6115725211,CCS2,459 ม.3 ถ.เทพารักษ์ ต.เทพารักษ์ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หนองคาย,ptt_tang_seng_hong_nongkhai,ปตท บจ.ตั้งเซ่งฮงหนองคาย,PTT Tang Seng Hong Nongkhai,PTT,EV Station PluZ,17.878601,102.748602,CCS2,517 ม.5 ถ.หนองคาย-บึงกาฬ ต.โพธิ์ชัย อ.เมืองหนองคาย หนองคาย 43000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_paphitchaya_petroleum,ปตท บจ.ปพิชญา ปิโตรเลียม,PTT Paphitchaya Petroleum,PTT,EV Station PluZ,12.678966,101.180304,CCS2,38 ถ.กรอกยายชา  ต.เนินพระ อ.เมืองระยอง ระยอง 21150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,bigc_bangplee,บิ๊กซี บางพลี,BigC Bangplee,PTT,EV Station PluZ,13.602503,100.707383,CCS2,89 ม.9 ถ.เทพารักษ์กิโลเมตร 13  ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,bigc_srinakarin,บิ๊กซี ศรีนครินทร์,BigC Srinakarin,PTT,EV Station PluZ,13.649739,100.640376,CCS2,425 ถ.ศรีนครินทร์ ต.สำโรงเหนือ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_k_n_petroleum,ปตท บจ.เค.เอ็น.ปิโตรเลียม,PTT K.N.Petroleum,PTT,EV Station PluZ,15.496478,102.665909,CCS2,"239,239/1-2 ม.2 ต.ทุ่งสว่าง อ.ประทาย นครราชสีมา 30180",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_rm_khonkaen_mitraphab,ปตท อาร์เอ็ม ขอนแก่น-มิตรภาพ,PTT RM Khonkaen-Mitraphab,PTT,EV Station PluZ,16.4197348328,102.8208085274,CCS2,398/1 หมู่ที่ 17 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000 ต.ในเมือง อ.เมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_psy_life_station,ปตท บจ.พีเอสวาย ไลฟ์,PTT PSY Life Station,PTT,EV Station PluZ,16.535019431,102.1236835694,CCS2,999 หมู่ที่ 18 ต.ชุมแพ อ.ชุมแพ ขอนแก่น 40130 ต.ชุมแพ อ.ชุมแพ ขอนแก่น 40130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,bigc_samrong_2_jumbo,บิ๊กซี สำโรง 2 จัมโบ้,BigC Samrong 2 Jumbo,PTT,EV Station PluZ,13.6387815387,100.59381735,CCS2,1293 ม.4 ต.เทพารักษ์ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,bigc_nham_daeng_fp,บิ๊กซี หนามแดง (เอฟพี),BigC Nham Daeng (FP),PTT,EV Station PluZ,13.62431961,100.6424753,CCS2,18/158-160 ม.2 ต.บางแก้ว อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_siam_all_dan_khun_thot,ปตท หจก.สยาม ออลล์ (ด่านขุนทด),PTT Siam All (Dan Khun Thot),PTT,EV Station PluZ,15.265654,101.788655,CCS2,191 ม.10 ถ.สีคิ้ว-ชัยภูมิ ต.หนองบัวตะเกียด อ.ด่านขุนทด นครราชสีมา 30210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,ptt_p_ubon_thaweesap,ปตท หจก.ป.อุบลทวีทรัพย์,PTT P.UBON Thaweesap,PTT,EV Station PluZ,15.509287,104.729602,CCS2,261 ม.10 ถ.ชยางกูร ต.ม่วงสามสิบ อ.ม่วงสามสิบ อุบลราชธานี 34140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_sang_sawang_nakhonratchasima_phanich,ปตท บจ.แสงสว่างนครราชสีมาพาณิชย์,PTT Sang Sawang Nakhonratchasima Phanich,PTT,EV Station PluZ,15.5947348981,102.4208005103,CCS2,5 ม.15 ถ.บัวใหญ่-ประทาย  ต.บัวใหญ่ อ.บัวใหญ่ นครราชสีมา 30120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
หนองคาย,ptt_indochaina_energy,ปตท หจก.อินโดไชน่า เอ็นเนอร์จี,PTT Indochaina Energy,PTT,EV Station PluZ,17.859323,102.726698,CCS2,88 ม.8 ถ.เลี่ยงเมืองสะพานมิตรภาพไทย-ลาว  ต.มีชัย อ.เมืองหนองคาย หนองคาย 43000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_sahathawee_petroleum,ปตท หจก.สหทวี ปิโตรเลียม,PTT Sahathawee Petroleum,PTT,EV Station PluZ,18.7385329009,99.014684973,CCS2,405/1 ม.4 ถ.เชียงใหม่-ลำพูน ต.หนองผึ้ง อ.สารภี เชียงใหม่ 50140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_rm_chiang_mai_airport_2,ปตท อาร์เอ็ม เชียงใหม่-แอร์พอร์ต 2,PTT RM Chiang Mai-Airport 2,PTT,EV Station PluZ,18.730936005,98.9514135822,CCS2,297 ม.4 ต.สันผักหวาน อ.หางดง เชียงใหม่ 50230,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,ptt_cs_2018_oil,ปตท บจ.ซีเอส 2018 ออยล์,PTT CS 2018 Oil,PTT,EV Station PluZ,17.9213270703,99.3458282767,CCS2,160 ม.1 ต.แม่กัวะ อ.สบปราบ ลำปาง 52170,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,ptt_khlongsailompetroleum,ปตท บจ.คลองสายลมปิโตรเลียม,PTT Khlongsailompetroleum,PTT,EV Station PluZ,18.1936044,99.4072768,CCS2,415 ม.3 ถ.พหลโยธิน ต.เกาะคา อ.เกาะคา ลำปาง 52130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,ptt_koh_kha_karn_petroleum,ปตท หจก.เกาะคาการปิโตรเลียม,PTT Koh Kha Karn Petroleum,PTT,EV Station PluZ,18.2062822,99.412183,CCS2,407/1 ม.2 ถ.พหลโยธิน ต.ศาลา อ.เกาะคา ลำปาง 52130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_chiang_saen_energy,ปตท หจก.เชียงแสนเอ็นเนอร์จี,PTT Chiang Saen Energy,PTT,EV Station PluZ,20.2903276237,100.0881327797,CCS2,999 ม.8 ต.เวียง อ.เชียงแสน เชียงราย 57150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_chiangkhong_energy_999,ปตท หจก.เชียงของเอ็นเนอร์จี999,PTT Chiangkhong Energy 999,PTT,EV Station PluZ,20.2437753635,100.4117417767,CCS2,472 ม.10 ต.เวียง อ.เชียงของ เชียงราย 57140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
น่าน,ptt_sukhum_service_pua,ปตท บจ.สุขุมเซอร์วิส (ปัว),PTT Sukhum Service (Pua),PTT,EV Station PluZ,19.1809295316,100.917871392,CCS2,185 ม.7 ต.ปัว อ.ปัว น่าน 55120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,susco_suksawat_76,ปตท น้ำมันซัสโก้  สุขสวัสดิ์ 76,SUSCO Suksawat 76,PTT,EV Station PluZ,13.6204983862,100.5405552474,CCS2,15/12 ม.4 ต.บางจาก อ.พระประแดง สมุทรปราการ 10130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,susco_srinakarin_1,ปตท น้ำมันซัสโก้  ศรีนครินทร์ 1,SUSCO Srinakarin 1,PTT,EV Station PluZ,13.6426691258,100.6351864876,CCS2,403 ม.5 ต.สำโรงเหนือ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,susco_bang_phriang,ปตท น้ำมันซัสโก้  บางเพรียง,SUSCO Bang Phriang,PTT,EV Station PluZ,13.5388483901,100.7886475529,CCS2,333/20 ม.6 ต.บางเพรียง อ.บางบ่อ สมุทรปราการ 10560,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_tpb_oil,ปตท บจ.ทีพีบี ออยล์,PTT TPB Oil,PTT,EV Station PluZ,15.236455,102.473159,CCS2,141 ม.7 ต.ในเมือง อ.พิมาย นครราชสีมา 30110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_ananoppon_1991,ปตท หจก.อรรณนพพร (1991),PTT Ananoppon (1991),PTT,EV Station PluZ,15.811015,102.622993,CCS2,339 ม.5 ต.โสกนกเต็น อ.พล ขอนแก่น 40120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_bunnasorn,ปตท บจ.บัณณาสรณ์,PTT ฺฺ Bunnasorn,PTT,EV Station PluZ,12.8176501451,101.1358736502,CCS2,55/9 ม.4 ต.นิคมพัฒนา อ.นิคมพัฒนา ระยอง 21180,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_wattananukit_banphe,ปตท หจก.วัฒนานุกิจ บ้านเพ,PTT Wattananukit Banphe,PTT,EV Station PluZ,12.642547933,101.4171182083,CCS2,99 ม.6 ต.เพ อ.เมืองระยอง ระยอง 21160,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_meesatang_station,ปตท บจ.มีสตางค์,PTT Meesatang Station,PTT,EV Station PluZ,19.939317,99.867427,CCS2,422/1 ม.6 ต.ริมกก อ.เมืองเชียงราย เชียงราย 57100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_nice_khaoyai_park,ปตท บจ.ไนซ์เขาใหญ่พาร์ค,PTT Nice khaoyai Park,PTT,EV Station PluZ,14.51747,101.43948,CCS2,135 ม.6 ต.หมูสี อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_pongkit_8_route_24,ปตท บจ.พงษ์กิต (8) (สาย 24),PTT Pongkit (8) (Route 24),PTT,EV Station PluZ,14.76175,102.02524,CCS2,136 ม.1 ต.ธงชัยเหนือ อ.ปักธงชัย นครราชสีมา 30150,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,paolo_hospital_samut_prakan,โรงพยาบาลเปาโล สมุทรปราการ,Paolo Hospital Samut Prakan,PTT,EV Station PluZ,13.59842,100.6148,CCS2,123 ม.8 ถ.ศรีนครินทร์  ต.บางเมือง อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,paolo_hospital_phra_pradaeng,โรงพยาบาลเปาโล พระประแดง,Paolo Hospital Phra Pradaeng,PTT,EV Station PluZ,13.60865,100.5514,CCS2,288 ม.1 ถ.สุขสวัสดิ์  ต.ปากคลองบางปลากด อ.พระสมุทรเจดีย์ สมุทรปราการ 10290,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_rm_korat_sung_noen_km_27,ปตท อาร์เอ็ม โคราช-สูงเนิน กม.27,PTT RM Korat-Sung Noen Km.27,PTT,EV Station PluZ,14.7873393826,101.9345228114,CCS2,222 ม.5 ต.หนองตะไก้ อ.สูงเนิน นครราชสีมา 30380,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,ptt_preechasap_service,ปตท บจ.ปรีชาทรัพย์เซอร์วิส,PTT Preechasap Service,PTT,EV Station PluZ,14.19174,101.0483,CCS2,99 ม.10 ถ.รังสิต-นครนายก ต.บางอ้อ อ.บ้านนา นครนายก 26110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_11_5_oil,ปตท บจ.11.5 ออยล์,PTT 11.5 Oil,PTT,EV Station PluZ,13.63844,100.704,CCS2,35/50 ม.13 ต.บางพลีใหญ่ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_star_energy,ปตท บจ.สตาร์ เอ็นเนอร์ยี่,PTT Star Energy,PTT,EV Station PluZ,13.67478,100.7223,CCS2,88/11 ม.5 ซ.กิ่งแก้ว 40 ถ.กิ่งแก้ว ต.ราชาเทวะ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_wittayachai_petroleum_branch2,ปตท หจก.วิทยชัยปิโตรเลียม(2),PTT Wittayachai Petroleum (Branch2),PTT,EV Station PluZ,14.687133,101.403353,CCS2,129/3 ถ.มิตรภาพ ต.ปากช่อง อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_v_plus_station,ปตท บจ.วี พลัส,PTT V Plus Station,PTT,EV Station PluZ,13.612956,100.667853,"CCS2, Type 2",108 ม.8 ต.เทพารักษ์ อ.เมืองสมุทรปราการ สมุทรปราการ 10270,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,lpg_station_p_o_oil_hua_tha_le,ปตท แอลพีจี ออโต้  บจ.พี โอ ออยล์ (หัวทะเล),LPG Station P.O. Oil (Hua Tha-Le),PTT,EV Station PluZ,14.9570521137,102.1259999972,"CCS2, Type 2",1727 ม.1 ต.หัวทะเล อ.เมืองนครราชสีมา นครราชสีมา 30000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_pak_chong_highway,ปตท หจก.ปากช่องไฮเวย์,PTT Pak Chong Highway,PTT,EV Station PluZ,14.665999,101.433376,CCS2,149 ม.10 ต.ขนงพระ อ.ปากช่อง นครราชสีมา 30130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_bangna_trat_km_14,ปตท บางนา ตราด กม.14,PTT Bangna Trat Km.14,PTT,EV Station PluZ,13.62499,100.7301,CCS2,99/993 ม.4 ถ.บางนา-ตราด กม.14 (ขาออก กทม.) ต.บางโฉลง อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_banmai_petroleum,ปตท บจ.บ้านใหม่ ปิโตรเลียม,PTT Banmai Petroleum,PTT,EV Station PluZ,14.94516,102.0101,CCS2,30 ม.9 ถ.มิตรภาพ ต.สุรนารี อ.เมืองนครราชสีมา นครราชสีมา 30000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แม่ฮ่องสอน,ptt_sukhum_service_amphoe_mueang,ปตท บจ.สุขุมเซอร์วิส (อำเภอเมือง),PTT Sukhum Service (Amphoe Mueang),PTT,EV Station PluZ,19.293384,97.964173,"CCS2, Type 2",110 ถ.ขุนลุมประพาส ต.จองคำ อ.เมืองแม่ฮ่องสอน แม่ฮ่องสอน 58000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_golden_dragon_energy,ปตท บจ.โกลเด้น ดราก้อน เอนเนอร์จี้,PTT Golden Dragon Energy,PTT,EV Station PluZ,13.59027,100.5021,CCS2,545/4 ม.2 ต.บ้านคลองสวน อ.พระสมุทรเจดีย์ สมุทรปราการ 10290,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,ptt_kitseri_petroleum,ปตท หจก.กิจเสรีปิโตรเลียม,PTT Kitseri Petroleum,PTT,EV Station PluZ,18.27709,99.48397,CCS2,141 ถ.ไฮเวย์ลำปาง-งาว ต.สบตุ๋ย อ.เมืองลำปาง ลำปาง 52100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_app_asset,ปตท บจ.เอพีพี แอสเสท,PTT APP Asset,PTT,EV Station PluZ,13.65163,100.7861,CCS2,188 ม.6 ต.ศีรษะจรเข้ใหญ่ อ.บางเสาธง สมุทรปราการ 10570,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,ptt_noppadol_petroleum,ปตท หจก.นพปฎลปิโตรเลียม,PTT Noppadol Petroleum,PTT,EV Station PluZ,15.520478,104.718517,CCS2,375 ม.12 ถ.ชยางกูร ต.ม่วงสามสิบ อ.ม่วงสามสิบ อุบลราชธานี 34140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ptt_nakara_petroleum,ปตท บจ.นคราปิโตรเลียม,PTT Nakara Petroleum,PTT,EV Station PluZ,18.74201,98.96581,CCS2,450 ม.7 ต.แม่เหียะ อ.เมืองเชียงใหม่ เชียงใหม่ 50100,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_tambon_map_kha,ปตท ตำบลมาบข่า,PTT Tambon Map Kha,PTT,EV Station PluZ,12.76756,101.1696,CCS2,100/92  ถ.ทางหลวงระยอง-สาย3191 ต.มาบข่า อ.นิคมพัฒนา ระยอง 21180,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,siam_premium_outlets_bangkok,สยาม พรีเมี่ยม เอาท์เล็ต กรุงเทพ,Siam Premium Outlets Bangkok,PTT,EV Station PluZ,13.693835,100.82921,"CCS2, Type 2",989 ต.บางเสาธง อ.บางเสาธง สมุทรปราการ 10570,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,ptt_pongkit_sapyangyuen,ปตท บจ.พงษ์กิตทรัพย์ยั่งยืน,PTT Pongkit Sapyangyuen,PTT,EV Station PluZ,14.5148716795,101.9579147722,CCS2,399 ม.9 ต.อุดมทรัพย์ อ.วังน้ำเขียว นครราชสีมา 30370,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_wattananukit_service,ปตท หจก.วัฒนานุกิจเซอร์วิส,PTT Wattananukit Service,PTT,EV Station PluZ,12.76845,101.6312,CCS2,299 ม.3 ถ.สุขุมวิท ต.วังหว้า อ.แกลง ระยอง 21110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,ptt_amarin_p_t_t_1998,ปตท หจก.อมรินทร์ พี ที ที (1998),PTT Amarin P.T.T. (1998),PTT,EV Station PluZ,16.0841932772,102.7257917578,CCS2,231 ม.1 ถ.มิตรภาพ ต.บ้านไผ่ อ.บ้านไผ่ ขอนแก่น 40110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ptt_wang_chan,ปตท วังจันทร์,PTT Wang Chan,PTT,EV Station PluZ,13.02043439,101.4464286,CCS2,152 ม.6 ต.ป่ายุบใน อ.วังจันทร์ ระยอง 21210,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,ptt_kingkaew,ปตท กิ่งแก้ว,PTT Kingkaew,PTT,EV Station PluZ,13.6585,100.717,CCS2,236 ม.12 ต.ราชาเทวะ อ.บางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,ptt_ku_oil,ปตท บจ.เคยูออยล์,PTT KU Oil,PTT,EV Station PluZ,19.90331,99.841021,"CCS2, Type 2",347 ม.12 ต.รอบเวียง อ.เมืองเชียงราย เชียงราย 57000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำพูน,ptt_chor_chaya_petroleum,ปตท หจก.ช.ชญาปิโตรเลียม,PTT Chor. Chaya Petroleum,PTT,EV Station PluZ,18.57084,99.04505,CCS2,104 ม.10 ต.บ้านกลาง อ.เมืองลำพูน ลำพูน 51000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,pt_2,PT สารภี 2 (ถ.ซุปเปอร์ไฮเวย์),,EleX,EleX,18.670699,99.051873,2x CCS2 150 kW,เชียงใหม่,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,pt,PT สบปราบ,,EleX,EleX,17.905597,99.341971,2x CCS2 150 kW,ลำปาง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,pt_6,PT สันกำแพง 6,,EleX,EleX,18.778689,99.070569,2x CCS2 150 kW,เชียงใหม่,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,pt_7,PT หางดง 7,,EleX,EleX,18.719782,98.971414,2x CCS2 150 kW,เชียงใหม่,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,pt_11,PT แกลง 11,,EleX,EleX,12.779991,101.701917,2x CCS2 150 kW,ระยอง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,tss_24,"สถานี TSS (24 ชม., สาธารณะ)",,EleX,EleX,13.577938,100.785419,2x CCS2 200 kW,913 หมู่ 15 ถ.เทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,pt_6,PT สีคิ้ว 6,,EleX,EleX,14.840991,101.596445,2x CCS2 150 kW,นครราชสีมา,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,the_coco_lampang,The Coco Lampang,,EleX,EleX,18.134724,99.391223,2x CCS2 60 kW,ลำปาง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
