name_th,name_en,provider,network_suggested,connector_summary,address,province_th,lat,lon,style,source_url
PT พุทธมณฑลสาย 5,,EleX,EleX,2x CCS2 150 kW,นครปฐม,นครปฐม,13.719011,100.298234,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คลองหลวง 3,,EleX,EleX,2x CCS2 150 kW,"Khlong Luang District, Pathum Thani",Thani,14.06498,100.62519,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คลองหลวง 4,,EleX,EleX,2x CCS2 150 kW,ปทุมธานี,ปทุมธานี,14.048217,100.615902,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คลองหลวง 6,,EleX,EleX,2x CCS2 150 kW,ปทุมธานี,ปทุมธานี,14.111119,100.619106,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ลาดปลาดุก 2,,EleX,EleX,2x CCS2 150 kW,"Nong Prao Ngai, Sai Noi District, Nonthaburi 11150",Nonthaburi,13.909478,100.330226,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางบัวทอง 4,,EleX,EleX,2x CCS2 150 kW,"Bang Rak Yai, Bang Bua Thong District, Nonthaburi 11110",Nonthaburi,13.880929,100.433661,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.กรุงเทพกรีฑา 2,,EleX,EleX,2x CCS2 150 kW,กรุงเทพมหานคร,กรุงเทพมหานคร,13.741734,100.680671,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถนนนิมิตรใหม่2 (ซ.25),,EleX,EleX,2x CCS2 150 kW,กรุงเทพมหานคร,กรุงเทพมหานคร,13.869425,100.73174,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.ราชพฤกษ์,,EleX,EleX,2x CCS2 150 kW,กรุงเทพมหานคร,กรุงเทพมหานคร,13.934456,100.455708,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถนนกาญจนาภิเษก2 (กม.53),,EleX,EleX,2x CCS2 150 kW,"Khlong Phra Udom, Lat Lum Kaeo District, Pathum Thani 12140",Thani,13.998349,100.449393,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บ้านบึง 9,,EleX,EleX,2x CCS2 150 kW,"Ban Bueng, Ban Bueng District, Chon Buri 20170",Buri,13.328732,101.117977,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ฉะเชิงเทรา 9,,EleX,EleX,2x CCS2 150 kW,"Nam Daeng, Mueang Chachoengsao District, Chachoengsao 24000",Chachoengsao,13.760263,100.989859,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT พานทอง 3,,EleX,EleX,2x CCS2 150 kW,"Nong Kakha, Phan Thong District, Chon Buri 20160",Buri,13.42165,101.09888,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT เถิน 3,,EleX,EleX,2x CCS2 150 kW,"Mae Pa, Thoen District, Lampang 52160",Lampang,17.617992,99.232432,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางบัวทอง 12,,EleX,EleX,2x CCS2 150 kW,นนทบุรี,นนทบุรี,13.949136,100.410941,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT อุตรดิตถ์,,EleX,EleX,2x CCS2 150 kW,อุตรดิตถ์,อุตรดิตถ์,17.584761,100.139693,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.ศุขประยูรชลบุรี 1,,EleX,EleX,2x CCS2 150 kW,"Thanon Sukprayun, Don Hua Lo, Chon Buri District, Chon Buri 20000",Buri,13.405672,101.043244,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ศรีราชา 8,,EleX,EleX,2x CCS2 150 kW,อำเภอศรีราชา ชลบุรี 20110,ชลบุรี,13.14981,100.967808,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บ้านบึง 1,,EleX,EleX,2x CCS2 150 kW,"Ban Bueng District, Chon Buri",Buri,13.229271,101.150416,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางพระ2,,EleX,EleX,2x CCS2 150 kW,ชลบุรี,ชลบุรี,13.240936,100.996317,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT พนัสนิคม3,,EleX,EleX,2x CCS2 150 kW,ชลบุรี,ชลบุรี,13.443609,101.282623,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ศรีราชา 7,,EleX,EleX,2x CCS2 150 kW,ชลบุรี,ชลบุรี,13.094126,101.103237,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เขาคันทรงศรีราชา (ถ.331),,EleX,EleX,2x CCS2 150 kW,ชลบุรี,ชลบุรี,13.109906,101.150962,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT แกลง 11,,EleX,EleX,2x CCS2 150 kW,ระยอง,ระยอง,12.779991,101.701917,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
"สถานี TSS (24 ชม., สาธารณะ)",,EleX,EleX,2x CCS2 200 kW,913 หมู่ 15 ถ.เทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,สมุทรปราการ,13.577938,100.785419,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางปะอิน 3,,EleX,EleX,2x CCS2 150 kW,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.289896,100.663441,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT สีคิ้ว 6,,EleX,EleX,2x CCS2 150 kW,นครราชสีมา,นครราชสีมา,14.840991,101.596445,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีชาร์จไฟ Ai Power Station มหาสารคาม,,EleX,EleX,2x CCS2 180 kW,หน้าปากซอยฉิมพลีเจริญ 5 หลังวัดปัจฉิมทัศน์,หลังวัดปัจฉิมทัศน์,16.195967,103.291606,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ALCAZAR Station,,EleX,EleX,2x CCS2 60 kW,ชลบุรี,ชลบุรี,12.94433,100.888768,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT สมุทรปราการ 5,,EleX,EleX,2x CCS2 150 kW,"Phraeksa, Mueang Samut Prakan District, Samut Prakan 10540",Prakan,13.564061,100.694285,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คลองหลวง 10,,EleX,EleX,2x CCS2 150 kW,ปทุมธานี,ปทุมธานี,14.06636,100.67194,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตลาดรังสิต,,EleX,EleX,2x CCS2 120 kW (200A),ซอยรังสิต ปทุมธานี 7,ปทุมธานี,13.987043,100.61257,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
GO EV Charger X Eight Thonglor,,EleX,EleX,2x CCS2 60 kW,"Thong Lo, Khlong Tan Nuea, Watthana, Bangkok 10110",Bangkok,13.73053,100.58195,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ราชบุรี 7,,EleX,EleX,2x CCS2 150 kW,ราชบุรี,ราชบุรี,13.493758,99.795034,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บรรพตพิสัย 3,,EleX,EleX,2x CCS2 150 kW,นครสวรรค์,นครสวรรค์,15.981951,100.118371,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT พิษณุโลก 5,,EleX,EleX,2x CCS2 150 kW,"Samo Khae, Mueang Phitsanulok District, Phitsanulok 65000",Phitsanulok,16.834379,100.36762,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
The Coco Lampang,,EleX,EleX,2x CCS2 60 kW,ลำปาง,ลำปาง,18.134724,99.391223,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สหธนชล sahatanachon,,EleX,EleX,2x CCS2 120 kW (200A),23 168 ตำบล เสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000,ชลบุรี,13.326408,100.955842,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.ราษฎร์อุทิศ 2,,EleX,EleX,2x CCS2 150 kW,กรุงเทพมหานคร,กรุงเทพมหานคร,13.824588,100.758613,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ตาก 2,,EleX,EleX,2x CCS2 150 kW,ตาก,ตาก,16.878685,99.12973,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ท่าทราย 2,,EleX,EleX,2x CCS2 150 kW,นนทบุรี,นนทบุรี,13.88419,100.523947,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.เทพารักษ์ 2,,EleX,EleX,2x CCS2 150 kW,สมุทรปราการ,สมุทรปราการ,13.605004,100.694573,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ซอยรามอินทรา 40,,EleX,EleX,2x CCS2 150 kW,กรุงเทพมหานคร,กรุงเทพมหานคร,13.840133,100.639097,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT เมืองสมุทรปราการ 2,,EleX,EleX,2x CCS2 150 kW,สมุทรปราการ,สมุทรปราการ,13.517055,100.673994,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Green Cafe SHELL สุราษฏร์ธานี,,EleX,EleX,2x CCS2 120 kW (200A),สุราษฏร์ธานี,สุราษฏร์ธานี,9.395329,99.209097,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เก็คโค่ การ์เด้นท์ คาเฟ่ พัทยา Gecko Garden Cafe Pattaya,,EleX,EleX,2x CCS2 100 kW,165/1 หมู่ 11 ถนนสุขุมวิท หนองปรือ บางละมุง ชลบุรี,ชลบุรี,12.911553,100.896216,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Studer Restaurant เขาใหญ่,,EleX,EleX,2x CCS2 120 kW (200A),Studer Restaurant  Khao Yai นครราชสีมา (ลานจอดรถด้านใน),(ลานจอดรถด้านใน),14.577692,101.400234,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
EV@Saimai Avenue,,EleX,EleX,2x CCS2 120 kW (200A),กรุงเทพมหานคร,กรุงเทพมหานคร,13.92128,100.680277,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
KPN (กุ้งพัฒนา) มาบตาพุด ระยอง,,EleX,EleX,2x CCS2 120 kW (200A),ระยอง,ระยอง,12.695535,101.20093,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีพังโคน สกลนคร,,EleX,EleX,2x CCS2 120 kW (200A),สถานีพังโคน สกลนคร,สกลนคร,17.398147,103.686099,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Rainforest Green Community กิ่งแก้ว,,EleX,EleX,2x CCS2 120 kW (200A),238 ถ.กิ่งแก้ว ราชาเทวะ อำเภอบางพลี สมุทรปราการ 10540,สมุทรปราการ,13.659068,100.716791,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีสะดวก ไดเรค ชาร์จ,,EleX,EleX,2x CCS2 240 kW,"10/64 Soi Nawamin 70 Yaek 10, Muban Patthawikon 1, Khlong Kum, Bueng Kum District, Bangkok 10230, Thailand",Thailand,13.809184,100.659972,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
BaanYa Apartment,,EleX,EleX,2x CCS2 120 kW (200A),"6, 5 ถ. ประชาพัฒนา แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520",กรุงเทพมหานคร,13.723462,100.798807,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปั้มบางจากคลอง 15,,EleX,EleX,2x CCS2 120 kW (200A),ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,นครนายก,14.098063,100.949891,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บ้านใต้,,EleX,EleX,2x CCS2 60 kW,144 ถนนแสงชูโต ตำบลบ้านใต้ อำเภอเมืองกาญจนบุรี จังหวัดกาญจนบุรี 71000,จังหวัดกาญจนบุรี,14.016689,99.534364,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ปากช่อง 3,,EleX,EleX,2x CCS2 60 kW,172/7 หมู่ที่7 ตำบลหนองน้ำแดง อำเภอปากช่อง จังหวัดนครราชสีมา 30130,จังหวัดนครราชสีมา,14.658708,101.385312,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางพระ,,EleX,EleX,2x CCS2 60 kW,641/3 ถนนสุขุมวิท ตำบลเหมือง อำเภอเมืองชลบุรี จังหวัดชลบุรี 20130,จังหวัดชลบุรี,13.247961,100.934508,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตึกผู้ว่าการฯ สำนักงานกลาง กฟผ.,,EleX,EleX,"CCS2 50 kW, CHAdeMO 50 kW, Type2 22 kW",53 หมู่ 2 ถ.จรัญสนิทวงศ์ ต.บางกรวย อ.บางกรวย จ.นนทบุรี 11130,จ.นนทบุรี,13.810481,100.506343,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ศูนย์การเรียนรู้ กฟผ. สำนักงานกลาง,,EleX,EleX,2x CCS2 60 kW,53 หมู่ 2 ถ.จรัญสนิทวงศ์ ต.บางกรวย อ.บางกรวย จ.นนทบุรี 11130,จ.นนทบุรี,13.812466,100.511692,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โรงไฟฟ้าจะนะ,,EleX,EleX,2x CCS2 120 kW (200A),124/5 ม.1 ต.ป่าชิง อ.จะนะ จ.สงขลา,จ.สงขลา,6.949722,100.696976,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โรงไฟฟ้าวังน้อย,,EleX,EleX,CCS2 90 kW,32 หมู่ 4 ตำบลวังจุฬา อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,14.236698,100.777578,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โรงไฟฟ้าบางปะกง,,EleX,EleX,2x CCS2 120 kW (200A),เลขที่4 หมู่6 ต.ท่าข้าม อ.บางปะกง จ.ฉะเชิงเทรา 24130,จ.ฉะเชิงเทรา,13.495069,101.023054,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โรงไฟฟ้าลำตะคองฯ,,EleX,EleX,CCS2 90 kW,"399 หมู่ที่ 12, ถนนมิตรภาพ, ตำบลหนองสาหร่าย อำเภอปากช่อง จังหวัดนครราชสีมา, 30130","จังหวัดนครราชสีมา,",14.812254,101.539209,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เขื่อนวชิราลงกรณ,,EleX,EleX,Type2 22 kW,444 ม.1 ต.ท่าขนุน อ.ทองผาภูมิ จ.กาญจนบุรี 71180,จ.กาญจนบุรี,14.782997,98.593418,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
มาร์เก็ตวิลเลจ หัวหิน,,EleX,EleX,"2x CCS2 125 kW (300A), Type2 22 kW",ศูนย์การค้ามาร์เก็ตวิลเลจ หัวหิน (HMV) 234/1 ถ. เพชรเกษม ตำบลหัวหิน อำเภอหัวหิน ประจวบคีรีขันธ์ 77110,ประจวบคีรีขันธ์,12.558122,99.960226,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Midwinter เขาใหญ่,,EleX,EleX,"2x CCS2 125 kW (300A), Type2 22 kW","88 88 หมู่ที่ 10 Thanaratch Rd, Nong Nam Daeng, Pak Chong District, Nakhon Ratchasima 30130",Ratchasima,14.61726,101.406591,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT นางรอง,,EleX,EleX,2x CCS2 125 kW (300A),244/2 ถนนโชคชัย-เดชอุดม ตำบลนางรอง อำเภอนางรอง จังหวัดบุรีรัมย์ 31110,จังหวัดบุรีรัมย์,14.633484,102.798905,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ตาก,,EleX,EleX,2x CCS2 125 kW (300A),112 หมู่ที่1 ตำบลแม่ท้อ อำเภอเมืองตาก จังหวัดตาก 63000,จังหวัดตาก,16.852771,99.116337,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT วังน้อย 5,,EleX,EleX,2x CCS2 125 kW (300A),237 หมู่ที่2 ตำบลชะแมบ อำเภอวังน้อย จังหวัดพระนครศรีอยุธยา 13170,จังหวัดพระนครศรีอยุธยา,14.260597,100.775009,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT เชียงใหม่ 8,,EleX,EleX,2x CCS2 125 kW (300A),100/20 หมู่ที่1 ตำบลป่าแดด อำเภอเมืองเชียงใหม่ จังหวัดเชียงใหม่ 50100,จังหวัดเชียงใหม่,18.766139,98.975967,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ลำปาง,,EleX,EleX,2x CCS2 125 kW (300A),102 หมู่ที่10 ตำบลปงแสนทอง อำเภอเมืองลำปาง จังหวัดลำปาง 52100,จังหวัดลำปาง,18.295663,99.415306,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ท่าใหม่ 5,,EleX,EleX,2x CCS2 125 kW (300A),34/1 หมู่ที่6 ตำบลเขาบายศรี อำเภอท่าใหม่ จังหวัดจันทบุรี 22120,จังหวัดจันทบุรี,12.649677,102.030855,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT เลี่ยงเมืองเชียงราย1,,EleX,EleX,2x CCS2 125 kW (300A),352 หมู่ที่1 ตำบลท่าสาย อำเภอเมืองเชียงราย จังหวัดเชียงราย 57000,จังหวัดเชียงราย,19.874148,99.847052,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บรมราชชนนี 2,,EleX,EleX,2x CCS2 125 kW (300A),840 ถนนบรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170,กรุงเทพมหานคร,13.78906,100.342273,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT อุดรนาดี,,EleX,EleX,2x CCS2 125 kW (300A),63/21 หมู่ที่4 ซอยบ้านโพนบก ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จังหวัดอุดรธานี 41000,จังหวัดอุดรธานี,17.382271,102.753264,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT หาดใหญ่ 7,,EleX,EleX,2x CCS2 125 kW (300A),491 ถนนราษฎร์อุทิศ ตำบลหาดใหญ่ อำเภอหาดใหญ่ จังหวัดสงขลา 90110,จังหวัดสงขลา,7.012334,100.457034,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บ้านไผ่ 4,,EleX,EleX,2x CCS2 125 kW (300A),196 หมู่ที่1 ตำบลบ้านไผ่ อำเภอบ้านไผ่ จังหวัดขอนแก่น 40110,จังหวัดขอนแก่น,16.096594,102.732042,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางสะพานน้อย,,EleX,EleX,2x CCS2 125 kW (300A),323/1 หมู่ที่3 ตำบลช้างแรก อำเภอบางสะพานน้อย จังหวัดประจวบคีรีขันธ์ 77170,จังหวัดประจวบคีรีขันธ์,11.083353,99.369784,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ชะอำ 3,,EleX,EleX,2x CCS2 125 kW (300A),350 หมู่ที่3 ตำบลดอนขุนห้วย อำเภอชะอำ จังหวัดเพชรบุรี 76120,จังหวัดเพชรบุรี,12.885081,99.911295,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ห้วยบง 3,,EleX,EleX,2x CCS2 125 kW (300A),29/9 หมู่ที่9 ตำบลห้วยบง อำเภอเฉลิมพระเกียรติ จังหวัดสระบุรี 18240,จังหวัดสระบุรี,14.62764,100.89051,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT พิษณุโลก 4,,EleX,EleX,2x CCS2 125 kW (300A),"166/8,166/9 หมู่ที่7 ถนนรัชดาภิเษก ตำบลท่าโพธิ์ อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก 65000",จังหวัดพิษณุโลก,16.758976,100.189809,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT นครราชสีมา 11,,EleX,EleX,2x CCS2 125 kW (300A),221 หมู่ที่2 ตำบลหนองจะบก อำเภอเมือง จังหวัดนครราชสีมา 30000,จังหวัดนครราชสีมา,15.01016,102.06107,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT วิเชียรบุรี 2,,EleX,EleX,2x CCS2 125 kW (300A),163 หมู่ที่7 ตำบลสระประดู่ อำเภอวิเชียรบุรี จังหวัดเพชรบูรณ์ 67130,จังหวัดเพชรบูรณ์,15.59928,101.06445,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บ้านบึง 7,,EleX,EleX,2x CCS2 125 kW (300A),19/24 หมู่ 5 ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี ประเทศไทย ชลบุรี,ชลบุรี,13.302263,101.140109,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT กบินทร์บุรี 8,,EleX,EleX,2x CCS2 125 kW (300A),198 หมู่ที่5 ตำบลเมืองเก่า อำเภอกบินทร์บุรี จังหวัดปราจีนบุรี,จังหวัดปราจีนบุรี,14.02291,101.78282,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ไชโย 2,,EleX,EleX,2x CCS2 125 kW (300A),97 หมู่ที่3 ตำบลหลักฟ้า อำเภอไชโย จังหวัดอ่างทอง 14140,จังหวัดอ่างทอง,14.681287,100.466169,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT นิคมพัฒนา2,,EleX,EleX,2x CCS2 125 kW (300A),521 หมู่ที่5 ตำบลมะขามคู่ อำเภอนิคมพัฒนา จังหวัดระยอง 21180,จังหวัดระยอง,12.85576,101.09367,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ตรัง 2,,EleX,EleX,2x CCS2 125 kW (300A),358/1 ถนนห้วยยอด ตำบลทับเที่ยง อำเภอเมืองตรัง จังหวัดตรัง 92000,จังหวัดตรัง,7.572816,99.605668,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT พัทลุง 2,,EleX,EleX,2x CCS2 125 kW (300A),173 หมู่ที่7 ตำบลท่าแค อำเภอเมืองพัทลุง จังหวัดพัทลุง 93000,จังหวัดพัทลุง,7.557634,100.04671,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
