source_project,source_file,source_date_be,area_type,province_code,province,area_code,area_name,male,female,population,households
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8208,อำเภอท้ายเหมือง,22660,22021,44681,22107
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8291,ท้องถิ่นเทศบาลตำบลท้ายเหมือง,1462,1551,3013,1801
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8292,ท้องถิ่นเทศบาลตำบลทับปุด,478,488,966,650
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8293,ท้องถิ่นเทศบาลตำบลคุระบุรี,1672,1687,3359,2248
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8294,ท้องถิ่นเทศบาลเมืองโคกกลอย,6915,7215,14130,7786
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8295,ท้องถิ่นเทศบาลตำบลกระโสม,843,949,1792,793
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8296,ท้องถิ่นเทศบาลตำบลท่านา,484,539,1023,606
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8298,ท้องถิ่นเทศบาลเมืองตะกั่วป่า,3490,3912,7402,2855
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,82,พังงา,8299,ท้องถิ่นเทศบาลเมืองพังงา,4600,4927,9527,6142
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8301,อำเภอเมืองภูเก็ต,22501,25407,47908,33102
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8302,อำเภอกะทู้,3386,3750,7136,8075
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8303,อำเภอถลาง,49510,53087,102597,84105
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8391,ท้องถิ่นเทศบาลตำบลวิชิต,25947,30182,56129,37306
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8392,ท้องถิ่นเทศบาลตำบลราไวย์,9165,10494,19659,22011
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8393,ท้องถิ่นเทศบาลตำบลรัษฎา,24482,27558,52040,32423
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8394,ท้องถิ่นเทศบาลตำบลเทพกระษัตรี,4768,5125,9893,5344
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8395,ท้องถิ่นเทศบาลตำบลเชิงทะเล,3033,3872,6905,4167
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8396,ท้องถิ่นเทศบาลเมืองกะทู้,15272,17971,33243,23594
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8397,ท้องถิ่นเทศบาลตำบลกะรน,3617,4009,7626,9256
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8398,ท้องถิ่นเทศบาลเมืองป่าตอง,9421,10217,19638,16694
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,83,ภูเก็ต,8399,ท้องถิ่นเทศบาลนครภูเก็ต,31999,37691,69690,27083
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8401,อำเภอเมืองสุราษฎร์ธานี,9218,10011,19229,8992
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8402,อำเภอกาญจนดิษฐ์,41267,42208,83475,36687
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8403,อำเภอดอนสัก,12397,12352,24749,11235
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8405,อำเภอเกาะพะงัน,6147,5867,12014,15105
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8406,อำเภอไชยา,18973,19747,38720,18017
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8407,อำเภอท่าชนะ,25895,25518,51413,23852
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8408,อำเภอคีรีรัฐนิคม,21031,21190,42221,17847
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8409,อำเภอบ้านตาขุน,4601,4664,9265,4181
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8410,อำเภอพนม,12506,12032,24538,9985
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8411,อำเภอท่าฉาง,14913,14751,29664,13821
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8412,อำเภอบ้านนาสาร,25178,25611,50789,19151
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8413,อำเภอบ้านนาเดิม,10269,10494,20763,8149
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8414,อำเภอเคียนซา,13818,13758,27576,11867
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8415,อำเภอเวียงสระ,8619,8894,17513,7397
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8416,อำเภอพระแสง,31614,31270,62884,25540
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8417,อำเภอพุนพิน,37750,38009,75759,38538
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8418,อำเภอชัยบุรี,14293,14120,28413,12130
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8419,อำเภอวิภาวดี,8216,7705,15921,7754
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8471,ท้องถิ่นเทศบาลตำบลบ้านเสด็จ,9664,9559,19223,8227
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8472,ท้องถิ่นเทศบาลตำบลคลองชะอุ่น,4888,4840,9728,3612
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8473,ท้องถิ่นเทศบาลตำบลทุ่งหลวง,5416,5715,11131,4409
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8474,ท้องถิ่นเทศบาลตำบลขุนทะเล,6999,7799,14798,12159
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8475,ท้องถิ่นเทศบาลตำบลช้างซ้าย,5585,5599,11184,4178
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8476,ท้องถิ่นเทศบาลตำบลเขานิพันธ์,3394,3426,6820,3137
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8477,ท้องถิ่นเทศบาลตำบลวัดประดู่,10153,11376,21529,13669
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8478,ท้องถิ่นเทศบาลตำบลบ้านส้อง,8777,9106,17883,7649
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8479,ท้องถิ่นเทศบาลตำบลย่านดินแดง,1078,1120,2198,1102
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8480,ท้องถิ่นเทศบาลตำบลบางสวรรค์,2078,2168,4246,2122
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8481,ท้องถิ่นเทศบาลเมืองเวียงสระ,4317,4810,9127,6011
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8482,ท้องถิ่นเทศบาลตำบลเคียนซา,843,788,1631,765
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8483,ท้องถิ่นเทศบาลตำบลบ้านนา,1534,1662,3196,1779
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8484,ท้องถิ่นเทศบาลตำบลท่าฉาง,2211,2407,4618,2042
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8485,ท้องถิ่นเทศบาลตำบลพนม,2442,2466,4908,2110
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8486,ท้องถิ่นเทศบาลตำบลบ้านตาขุน,1168,1247,2415,1932
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8487,ท้องถิ่นเทศบาลตำบลบ้านเชี่ยวหลาน,2284,2317,4601,2109
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8488,ท้องถิ่นเทศบาลตำบลท่าขนอน,921,897,1818,1132
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8489,ท้องถิ่นเทศบาลตำบลท่าชนะ,1338,1503,2841,1854
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8490,ท้องถิ่นเทศบาลตำบลพุมเรียง,3794,3998,7792,2995
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8491,ท้องถิ่นเทศบาลตำบลตลาดไชยา,2338,2652,4990,3078
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8492,ท้องถิ่นเทศบาลตำบลเกาะพะงัน,4182,4284,8466,7002
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8493,ท้องถิ่นเทศบาลนครเกาะสมุย,33993,37006,70999,63979
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8494,ท้องถิ่นเทศบาลเมืองดอนสัก,5892,6159,12051,6238
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8495,ท้องถิ่นเทศบาลตำบลท่าทองใหม่,3584,3682,7266,3372
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8496,ท้องถิ่นเทศบาลตำบลกาญจนดิษฐ์,4410,4801,9211,5055
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8497,ท้องถิ่นเทศบาลเมืองท่าข้าม,8372,9018,17390,9278
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8498,ท้องถิ่นเทศบาลเมืองนาสาร,9195,9694,18889,8673
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,84,สุราษฎร์ธานี,8499,ท้องถิ่นเทศบาลนครสุราษฎร์ธานี,61298,68824,130122,79845
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8501,อำเภอเมืองระนอง,35669,35413,71082,41364
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8502,อำเภอละอุ่น,6435,6276,12711,5914
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8503,อำเภอกะเปอร์,10473,10195,20668,8535
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8504,อำเภอกระบุรี,22596,21919,44515,23531
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8505,อำเภอสุขสำราญ,7492,7560,15052,4902
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8594,ท้องถิ่นเทศบาลตำบลน้ำจืด,1660,1698,3358,2026
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8595,ท้องถิ่นเทศบาลตำบลกะเปอร์,752,793,1545,691
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8596,ท้องถิ่นเทศบาลตำบลละอุ่น,1345,1287,2632,1259
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8597,ท้องถิ่นเทศบาลตำบลหงาว,1156,1276,2432,1140
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8598,ท้องถิ่นเทศบาลตำบลปากน้ำ,1207,1113,2320,1839
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,85,ระนอง,8599,ท้องถิ่นเทศบาลเมืองระนอง,7859,8313,16172,8363
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8601,อำเภอเมืองชุมพร,46472,47402,93874,48099
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8602,อำเภอท่าแซะ,41211,41607,82818,37829
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8603,อำเภอปะทิว,19581,20083,39664,19369
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8604,อำเภอหลังสวน,27595,28733,56328,26601
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8605,อำเภอละแม,12871,12932,25803,12570
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8606,อำเภอพะโต๊ะ,11806,11427,23233,11459
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8607,อำเภอสวี,34588,35033,69621,34016
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8608,อำเภอทุ่งตะโก,10883,10896,21779,10539
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8685,ท้องถิ่นเทศบาลเมืองท่ายาง,5014,5273,10287,5043
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8686,ท้องถิ่นเทศบาลตำบลปากตะโก,2017,1972,3989,1740
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8687,ท้องถิ่นเทศบาลตำบลนาโพธิ์,1340,1516,2856,1741
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8688,ท้องถิ่นเทศบาลตำบลพะโต๊ะ,743,750,1493,736
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8689,ท้องถิ่นเทศบาลตำบลละแม,1583,1689,3272,2057
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8690,ท้องถิ่นเทศบาลตำบลปากน้ำหลังสวน,3078,3181,6259,3245
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8691,ท้องถิ่นเทศบาลตำบลสะพลี,1024,1089,2113,1233
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8692,ท้องถิ่นเทศบาลตำบลมาบอำมฤต,1698,1779,3477,2326
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8693,ท้องถิ่นเทศบาลตำบลปะทิว,560,624,1184,915
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8694,ท้องถิ่นเทศบาลตำบลเนินสันติ,915,955,1870,1357
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8695,ท้องถิ่นเทศบาลตำบลท่าแซะ,948,1045,1993,1465
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8696,ท้องถิ่นเทศบาลตำบลวังไผ่,3152,3508,6660,4985
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8697,ท้องถิ่นเทศบาลตำบลปากน้ำชุมพร,2820,2947,5767,3469
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8698,ท้องถิ่นเทศบาลเมืองหลังสวน,5018,5805,10823,7339
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,86,ชุมพร,8699,ท้องถิ่นเทศบาลเมืองชุมพร,14572,17121,31693,20980
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9001,อำเภอเมืองสงขลา,7291,7891,15182,6009
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9002,อำเภอสทิงพระ,21388,22365,43753,14737
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9003,อำเภอจะนะ,50964,51619,102583,30326
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9004,อำเภอนาทวี,31575,31139,62714,20737
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9005,อำเภอเทพา,31108,29621,60729,17788
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9006,อำเภอสะบ้าย้อย,40563,40039,80602,20627
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9007,อำเภอระโนด,23289,23837,47126,20446
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9008,อำเภอกระแสสินธุ์,7139,7444,14583,5571
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9009,อำเภอรัตภูมิ,33556,34089,67645,23854
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9010,อำเภอสะเดา,29491,29287,58778,22652
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9011,อำเภอหาดใหญ่,15836,17293,33129,15629
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9012,อำเภอนาหม่อม,11106,11969,23075,9940
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9013,อำเภอควนเนียง,14740,15253,29993,10719
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9014,อำเภอบางกล่ำ,5187,5349,10536,4118
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9015,อำเภอสิงหนคร,21349,22355,43704,15943
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9016,อำเภอคลองหอยโข่ง,5875,5871,11746,5520
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9066,ท้องถิ่นเทศบาลเมืองทุ่งตำเสา,8545,9011,17556,7010
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9067,ท้องถิ่นเทศบาลตำบลโคกม่วง,4033,3501,7534,2974
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9068,ท้องถิ่นเทศบาลตำบลทุ่งลาน,3756,4048,7804,2907
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9069,ท้องถิ่นเทศบาลตำบลเกาะแต้ว,5659,5967,11626,4134
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9070,ท้องถิ่นเทศบาลตำบลคูเต่า,5929,6034,11963,3545
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9071,ท้องถิ่นเทศบาลตำบลท่าช้าง,11931,12101,24032,11363
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9072,ท้องถิ่นเทศบาลตำบลน้ำน้อย,7360,8291,15651,6997
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9073,ท้องถิ่นเทศบาลตำบลลำไพล,7833,8063,15896,4912
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9074,ท้องถิ่นเทศบาลตำบลบ้านไร่,4077,4319,8396,3756
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9075,ท้องถิ่นเทศบาลตำบลพะวง,17093,18876,35969,17322
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9076,ท้องถิ่นเทศบาลเมืองเขารูปช้าง,20371,22860,43231,23015
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9077,ท้องถิ่นเทศบาลตำบลสำนักขาม,6394,7489,13883,9539
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9078,ท้องถิ่นเทศบาลเมืองคลองแห,21220,24289,45509,24087
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9079,ท้องถิ่นเทศบาลเมืองควนลัง,24955,28587,53542,29285
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9080,ท้องถิ่นเทศบาลเมืองคอหงส์,21753,24604,46357,30521
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9081,ท้องถิ่นเทศบาลเมืองสิงหนคร,19829,20288,40117,14432
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9082,ท้องถิ่นเทศบาลตำบลควนเนียง,1837,2061,3898,1862
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9083,ท้องถิ่นเทศบาลตำบลพะตง,3630,4074,7704,5033
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9084,ท้องถิ่นเทศบาลตำบลคลองแงะ,3904,4106,8010,3287
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9085,ท้องถิ่นเทศบาลเมืองปาดังเบซาร์,7689,8193,15882,6500
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9086,ท้องถิ่นเทศบาลตำบลปริก,3141,3314,6455,2208
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9087,ท้องถิ่นเทศบาลตำบลนาสีทอง,1362,1518,2880,1203
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9088,ท้องถิ่นเทศบาลตำบลกำแพงเพชร,2269,2545,4814,2732
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9089,ท้องถิ่นเทศบาลตำบลระโนด,1959,2155,4114,2056
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9090,ท้องถิ่นเทศบาลตำบลบ่อตรุ,5190,5398,10588,3693
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9091,ท้องถิ่นเทศบาลตำบลสะบ้าย้อย,636,677,1313,815
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9092,ท้องถิ่นเทศบาลตำบลเทพา,1280,1222,2502,1136
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9093,ท้องถิ่นเทศบาลตำบลนาทวี,2842,2929,5771,3891
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9094,ท้องถิ่นเทศบาลตำบลจะนะ,3271,3398,6669,3515
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9095,ท้องถิ่นเทศบาลตำบลสทิงพระ,1317,1441,2758,1354
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9096,ท้องถิ่นเทศบาลเมืองบ้านพรุ,13510,15047,28557,14217
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9097,ท้องถิ่นเทศบาลเมืองสะเดา,10230,10871,21101,9346
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9098,ท้องถิ่นเทศบาลนครหาดใหญ่,63674,74908,138582,70982
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,90,สงขลา,9099,ท้องถิ่นเทศบาลนครสงขลา,25034,27549,52583,27951
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9101,อำเภอเมืองสตูล,32868,33661,66529,19865
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9102,อำเภอควนโดน,11116,11234,22350,6440
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9103,อำเภอควนกาหลง,17763,17694,35457,12517
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9104,อำเภอท่าแพ,14884,15104,29988,9290
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9105,อำเภอละงู,34300,34772,69072,22585
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9106,อำเภอทุ่งหว้า,10743,10595,21338,7174
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9107,อำเภอมะนัง,9528,9160,18688,6774
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9193,ท้องถิ่นเทศบาลตำบลคลองขุด,10481,9921,20402,9744
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9194,ท้องถิ่นเทศบาลตำบลทุ่งหว้า,1599,1608,3207,1282
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9195,ท้องถิ่นเทศบาลตำบลกำแพง,2326,2582,4908,2964
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9196,ท้องถิ่นเทศบาลตำบลควนโดน,2675,2765,5440,2033
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9197,ท้องถิ่นเทศบาลตำบลฉลุง,1077,1210,2287,1068
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9198,ท้องถิ่นเทศบาลตำบลเจ๊ะบิลัง,2005,2031,4036,1055
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,91,สตูล,9199,ท้องถิ่นเทศบาลเมืองสตูล,10060,10798,20858,10227
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9201,อำเภอเมืองตรัง,46594,50575,97169,44041
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9202,อำเภอกันตัง,37334,38191,75525,25500
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9203,อำเภอย่านตาขาว,27738,28608,56346,18956
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9204,อำเภอปะเหลียน,30549,31327,61876,22544
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9205,อำเภอสิเกา,17661,17277,34938,13241
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9206,อำเภอห้วยยอด,38117,39231,77348,27980
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9207,อำเภอวังวิเศษ,19920,20147,40067,14468
